brand,model,top_speed_kmh,battery_capacity_kWh,battery_type,torque_nm,efficiency_wh_per_km,range_km,acceleration_0_100_s,fast_charging_power_kw_dc,fast_charge_port,towing_capacity_kg,cargo_volume_l,seats,drivetrain,segment,length_mm,width_mm,height_mm,car_body_type,source_url,energy_kwh_per_km,frontal_area_m2,drag_coefficient,drag_power_kw,drag_energy_kwh_per_km,drag_loss_percent,mass_kg,roll_force_n,rolling_resistance_kwh_per_km,rolling_resistance_loss_percent,predicted_range_km,predicted_range_adjusted_km,km_per_kwh
Genesis,G80 Electrified Luxury,225,82.5,Lithium-ion,700.0,159,440,4.9,160.0,CCS,1000.0,354.0,5,AWD,F - Luxury,5005,1925,1470,sedan,https://ev-database.org/car/1703/Genesis-G80-Electrified-Luxury,0.159,2.4052875,0.28,6.445418847656251,0.25781675390625003,162.1489018278302,1600.0,188.352,0.05232,32.90566037735849,518.8679245283018,175.85490651300876,6.289308176100628
Genesis,GV60 Premium,185,74.0,Lithium-ion,350.0,143,390,7.8,200.0,CCS,1600.0,432.0,5,RWD,JC - Medium,4515,1890,1580,suv,https://ev-database.org/car/1647/Genesis-GV60-Premium,0.143,2.53827,0.35,8.50221298828125,0.34008851953125,237.82413953234268,2000.0,235.44,0.0654,45.73426573426574,517.4825174825176,134.91622406835785,6.993006993006993
Genesis,GV60 Sport,200,74.0,Lithium-ion,605.0,157,375,5.5,200.0,CCS,1600.0,432.0,5,AWD,JC - Medium,4515,1890,1580,suv,https://ev-database.org/car/1648/Genesis-GV60-Sport,0.157,2.53827,0.35,8.50221298828125,0.34008851953125,216.61689142117834,2000.0,235.44,0.0654,41.65605095541402,471.33757961783436,131.5582406227027,6.369426751592357
Genesis,GV60 Sport Plus,235,74.0,Lithium-ion,700.0,159,360,4.0,200.0,CCS,1600.0,432.0,5,AWD,JC - Medium,4515,1890,1580,suv,https://ev-database.org/car/1649/Genesis-GV60-Sport-Plus,0.159,2.53827,0.35,8.50221298828125,0.34008851953125,213.8921506485849,2000.0,235.44,0.0654,41.132075471698116,465.40880503144655,131.09212577334512,6.289308176100628
Genesis,GV70 Electrified Sport,235,74.0,Lithium-ion,700.0,163,350,4.2,190.0,CCS,1800.0,503.0,5,AWD,JD - Large,4715,1910,1630,suv,https://ev-database.org/car/1725/Genesis-GV70-Electrified-Sport,0.163,2.646305,0.35,8.864088037109376,0.35456352148437503,217.5236328125,2000.0,235.44,0.0654,40.122699386503065,453.9877300613497,126.9376166309291,6.134969325153374
Honda,e:Ny1,160,61.9,Lithium-ion,310.0,150,335,7.6,60.0,CCS,0.0,361.0,5,FWD,JB - Compact,4387,1790,1584,suv,https://ev-database.org/car/1940/Honda-eNy1,0.15,2.410056,0.35,8.072746171875002,0.3229098468750001,215.27323125000004,2000.0,235.44,0.0654,43.6,412.6666666666667,114.98953689839095,6.666666666666667
Hongqi,E-HS9 120 kWh,200,112.0,Lithium-ion,750.0,217,455,4.9,110.0,CCS,1500.0,438.0,5,AWD,JF - Luxury,5209,2010,1731,suv,https://ev-database.org/car/2050/Hongqi-E-HS9-120-kWh,0.217,2.9574135,0.35,9.906179985351562,0.3962471994140625,182.60239604334677,2000.0,235.44,0.0654,30.13824884792627,516.1290322580645,165.0342034811309,4.6082949308755765
Hongqi,E-HS9 84 kWh,200,76.5,Lithium-ion,600.0,193,320,6.5,112.0,CCS,1500.0,438.0,5,AWD,JF - Luxury,5209,2010,1731,suv,https://ev-database.org/car/1746/Hongqi-E-HS9-84-kWh,0.193,2.9574135,0.35,9.906179985351562,0.3962471994140625,205.3094297482189,2000.0,235.44,0.0654,33.8860103626943,396.3730569948186,116.8568353587563,5.181347150259067
Hongqi,E-HS9 99 kWh,200,90.0,Lithium-ion,750.0,194,370,4.9,112.0,CCS,1500.0,438.0,5,AWD,JF - Luxury,5209,2010,1731,suv,https://ev-database.org/car/1747/Hongqi-E-HS9-99-kWh,0.194,2.9574135,0.35,9.906179985351562,0.3962471994140625,204.2511337185889,2000.0,235.44,0.0654,33.71134020618556,463.91752577319585,137.2689459825818,5.154639175257731
Hyundai,INSTER Long Range,150,46.0,Lithium-ion,147.0,124,300,10.6,70.0,CCS,1000.0,280.0,4,FWD,JA - Mini,3825,1610,1575,suv,https://ev-database.org/car/2231/Hyundai-INSTER-Long-Range,0.124,2.1553875,0.35,7.2197061767578115,0.2887882470703125,232.89374763734875,2000.0,235.44,0.0654,52.741935483870975,370.9677419354839,96.19642532376207,8.064516129032258
Hyundai,INSTER Standard Range,140,39.0,Lithium-ion,147.0,119,255,11.7,60.0,CCS,1000.0,280.0,4,FWD,JA - Mini,3825,1610,1575,suv,https://ev-database.org/car/2230/Hyundai-INSTER-Standard-Range,0.119,2.1553875,0.35,7.2197061767578115,0.2887882470703125,242.67919921875,2000.0,235.44,0.0654,54.957983193277315,327.7310924369748,82.41962948459468,8.403361344537815
Hyundai,IONIQ 5 63 kWh RWD (MY24),185,60.0,Lithium-ion,350.0,136,345,8.5,150.0,CCS,750.0,520.0,5,RWD,JC - Medium,4655,1890,1605,suv,https://ev-database.org/car/2235/Hyundai-IONIQ-5-63-kWh-RWD,0.136,2.5784325,0.35,8.636741674804687,0.3454696669921875,254.02181396484374,2000.0,235.44,0.0654,48.088235294117645,441.17647058823525,109.71535563492343,7.352941176470588
Hyundai,IONIQ 5 84 kWh AWD (MY24),185,80.0,Lithium-ion,605.0,162,445,5.3,205.0,CCS,1600.0,520.0,5,AWD,JC - Medium,4655,1890,1605,suv,https://ev-database.org/car/2237/Hyundai-IONIQ-5-84-kWh-AWD,0.162,2.5784325,0.35,8.636741674804687,0.3454696669921875,213.25288085937498,2000.0,235.44,0.0654,40.37037037037037,493.82716049382714,139.64781975634082,6.172839506172839
Hyundai,IONIQ 5 84 kWh RWD (MY24),185,80.0,Lithium-ion,350.0,155,450,7.5,205.0,CCS,1600.0,520.0,5,RWD,JC - Medium,4655,1890,1605,suv,https://ev-database.org/car/2236/Hyundai-IONIQ-5-84-kWh-RWD,0.155,2.5784325,0.35,8.636741674804687,0.3454696669921875,222.88365612399193,2000.0,235.44,0.0654,42.193548387096776,516.1290322580645,141.3753107234576,6.451612903225807
Hyundai,IONIQ 5 N (MY24),260,80.0,Lithium-ion,740.0,179,390,3.4,205.0,CCS,0.0,480.0,5,AWD,JC - Medium,4715,1940,1585,suv,https://ev-database.org/car/2044/Hyundai-IONIQ-5-N,0.179,2.6136649999999997,0.35,8.754756787109374,0.3501902714843749,195.63702317562846,2000.0,235.44,0.0654,36.53631284916201,446.92737430167597,134.54643279023495,5.58659217877095
Hyundai,IONIQ 6 Long Range 2WD,185,74.0,Lithium-ion,350.0,136,495,7.4,200.0,CCS,1500.0,401.0,5,RWD,D - Large,4855,1880,1495,sedan,https://ev-database.org/car/1718/Hyundai-IONIQ-6-Long-Range-2WD,0.136,2.38901,0.28,6.401800234375001,0.256072009375,188.2882421875,1600.0,188.352,0.05232,38.47058823529411,544.1176470588235,166.51964580568128,7.352941176470588
Hyundai,IONIQ 6 Long Range AWD,185,74.0,Lithium-ion,605.0,143,440,5.1,200.0,CCS,1500.0,401.0,5,AWD,D - Large,4855,1880,1495,sedan,https://ev-database.org/car/1719/Hyundai-IONIQ-6-Long-Range-AWD,0.143,2.38901,0.28,6.401800234375001,0.256072009375,179.07133522727275,1600.0,188.352,0.05232,36.58741258741259,517.4825174825176,163.93732822710095,6.993006993006993
Hyundai,IONIQ 6 Standard Range 2WD,185,50.0,Lithium-ion,350.0,117,335,8.8,120.0,CCS,750.0,401.0,5,RWD,D - Large,4855,1880,1495,sedan,https://ev-database.org/car/1717/Hyundai-IONIQ-6-Standard-Range-2WD,0.117,2.38901,0.28,6.401800234375001,0.256072009375,218.8649652777778,1600.0,188.352,0.05232,44.717948717948715,427.3504273504273,117.53864411666231,8.547008547008547
Hyundai,IONIQ 9 Long Range AWD,200,106.0,Lithium-ion,605.0,177,490,6.7,195.0,CCS,2500.0,338.0,7,AWD,JF - Luxury,5060,1980,1790,suv,https://ev-database.org/car/3068/Hyundai-IONIQ-9-Long-Range-AWD,0.177,3.0125699999999997,0.35,10.090932714843749,0.40363730859374997,228.04367717161017,2000.0,235.44,0.0654,36.94915254237288,598.8700564971751,164.07721131575758,5.649717514124294
Hyundai,IONIQ 9 Long Range RWD,185,106.0,Lithium-ion,350.0,171,500,9.4,195.0,CCS,1600.0,338.0,7,RWD,JF - Luxury,5060,1980,1790,suv,https://ev-database.org/car/3067/Hyundai-IONIQ-9-Long-Range-RWD,0.171,3.0125699999999997,0.35,10.090932714843749,0.40363730859374997,236.04520970394734,2000.0,235.44,0.0654,38.24561403508772,619.8830409356725,165.61534550680582,5.847953216374268
Hyundai,IONIQ 9 Performance AWD,200,106.0,Lithium-ion,700.0,177,480,5.2,195.0,CCS,2500.0,338.0,7,AWD,JF - Luxury,5060,1980,1790,suv,https://ev-database.org/car/3069/Hyundai-IONIQ-9-Performance-AWD,0.177,3.0125699999999997,0.35,10.090932714843749,0.40363730859374997,228.04367717161017,2000.0,235.44,0.0654,36.94915254237288,598.8700564971751,164.07721131575758,5.649717514124294
Hyundai,Kona Electric 48 kWh,160,48.4,Lithium-ion,255.0,128,295,8.8,50.0,CCS,300.0,466.0,5,FWD,JB - Compact,4355,1825,1575,suv,https://ev-database.org/car/1829/Hyundai-Kona-Electric-48-kWh,0.128,2.4432187499999998,0.35,8.183828430175781,0.32735313720703124,255.74463844299316,2000.0,235.44,0.0654,51.09374999999999,378.125,92.94231093754898,7.8125
Hyundai,Kona Electric 65 kWh,170,65.4,Lithium-ion,255.0,144,390,7.8,86.0,CCS,750.0,466.0,5,FWD,JB - Compact,4355,1825,1575,suv,https://ev-database.org/car/1830/Hyundai-Kona-Electric-65-kWh,0.144,2.4432187499999998,0.35,8.183828430175781,0.32735313720703124,227.32856750488284,2000.0,235.44,0.0654,45.41666666666667,454.16666666666674,121.84372193948548,6.944444444444445
Jaguar,I-Pace EV400,200,84.7,Lithium-ion,696.0,208,380,4.8,85.0,CCS,750.0,505.0,5,AWD,JD - Large,4682,2011,1566,suv,https://ev-database.org/car/1812/Jaguar-I-Pace-EV400,0.208,2.6768421,0.35,8.966375393554689,0.35865501574218756,172.43029602989787,2000.0,235.44,0.0654,31.442307692307693,407.2115384615385,134.0073219742453,4.8076923076923075
Jeep,Avenger Electric,150,50.8,Lithium-ion,260.0,132,310,9.0,85.0,CCS,0.0,355.0,5,FWD,JB - Compact,4084,1776,1528,suv,https://ev-database.org/car/1816/Jeep-Avenger-Electric,0.132,2.3066687999999997,0.35,7.726439437499999,0.30905757749999996,234.13452840909085,2000.0,235.44,0.0654,49.54545454545454,384.8484848484848,100.30455117437748,7.575757575757575
Jeep,Compass Electric 74 kWh,180,74.0,Lithium-ion,345.0,148,370,8.5,90.0,CCS,1000.0,550.0,5,FWD,JC - Medium,4552,1928,1675,suv,https://ev-database.org/car/3181/Jeep-Compass-Electric-74-kWh,0.148,2.74499,0.35,9.194644238281251,0.36778576953125003,248.5038983319257,2000.0,235.44,0.0654,44.18918918918919,500.0,127.32589798212715,6.756756756756757
KGM,Torres EVX,175,72.0,Lithium-ion,339.0,156,370,8.1,85.0,CCS,1500.0,839.0,5,FWD,JC - Medium,4715,1890,1725,suv,https://ev-database.org/car/2189/KGM-Torres-EVX,0.156,2.7712125,0.35,9.282479370117187,0.3712991748046875,238.0122915414663,2000.0,235.44,0.0654,41.92307692307693,461.53846153846155,121.4781512454884,6.410256410256411
Kia,EV3 Long Range,170,78.0,Lithium-ion,283.0,139,455,7.7,105.0,CCS,1000.0,460.0,5,FWD,JB - Compact,4300,1850,1560,suv,https://ev-database.org/car/2212/Kia-EV3-Long-Range,0.139,2.4531,0.35,8.216926757812502,0.32867707031250004,236.45832396582733,2000.0,235.44,0.0654,47.05035971223021,561.1510791366906,146.3203059067517,7.194244604316546
Kia,EV3 Standard Range,170,55.0,Lithium-ion,283.0,133,325,7.5,80.0,CCS,300.0,460.0,5,FWD,JB - Compact,4300,1850,1560,suv,https://ev-database.org/car/2211/Kia-EV3-Standard-Range,0.133,2.4531,0.35,8.216926757812502,0.32867707031250004,247.12561677631578,2000.0,235.44,0.0654,49.17293233082706,413.5338345864661,104.34906600545327,7.518796992481203
Kia,EV4 Hatchback Long Range,170,78.0,Lithium-ion,283.0,132,475,7.7,105.0,CCS,1000.0,435.0,5,FWD,C - Medium,4430,1860,1485,hatchback,https://ev-database.org/car/3124/Kia-EV4-Hatchback-Long-Range,0.132,2.347785,0.3,6.740710839843749,0.26962843359375,204.26396484375,1400.0,164.80800000000002,0.04578000000000001,34.68181818181819,590.9090909090909,174.33734847927465,7.575757575757575
Kia,EV4 Hatchback Standard Range,170,55.0,Lithium-ion,283.0,134,340,7.4,80.0,CCS,1000.0,435.0,5,FWD,C - Medium,4430,1860,1485,hatchback,https://ev-database.org/car/3123/Kia-EV4-Hatchback-Standard-Range,0.134,2.347785,0.3,6.740710839843749,0.26962843359375,201.2152489505597,1400.0,164.80800000000002,0.04578000000000001,34.16417910447762,410.44776119402985,122.3831060761048,7.462686567164178
Kia,EV4 Sedan Long Range,170,78.0,Lithium-ion,283.0,124,495,7.7,105.0,CCS,1000.0,490.0,5,FWD,C - Medium,4730,1860,1480,sedan,https://ev-database.org/car/3122/Kia-EV4-Sedan-Long-Range,0.124,2.33988,0.28,6.270147187500001,0.25080588750000005,202.26281250000002,1600.0,188.352,0.05232,42.193548387096776,629.0322580645161,182.6159506663009,8.064516129032258
Kia,EV4 Sedan Standard Range,170,55.0,Lithium-ion,283.0,128,355,7.4,80.0,CCS,1000.0,490.0,5,FWD,C - Medium,4730,1860,1480,sedan,https://ev-database.org/car/3121/Kia-EV4-Sedan-Standard-Range,0.128,2.33988,0.28,6.270147187500001,0.25080588750000005,195.94209960937502,1600.0,188.352,0.05232,40.875,429.6875,127.57294700843033,7.8125
Kia,EV6 GT,260,80.0,Lithium-ion,770.0,178,385,3.5,205.0,CCS,1800.0,480.0,5,AWD,JC - Medium,4695,1890,1545,suv,https://ev-database.org/car/3079/Kia-EV6-GT,0.178,2.4820425,0.35,8.313872827148439,0.33255491308593754,186.8286028572683,2000.0,235.44,0.0654,36.74157303370787,449.43820224719104,138.89976139167564,5.617977528089888
Kia,EV6 Long Range 2WD,185,80.0,Lithium-ion,350.0,143,455,7.3,205.0,CCS,1800.0,490.0,5,RWD,JC - Medium,4695,1880,1575,suv,https://ev-database.org/car/3028/Kia-EV6-Long-Range-2WD,0.143,2.51685,0.35,8.43046435546875,0.33721857421875,235.8171847683567,2000.0,235.44,0.0654,45.73426573426574,559.4405594405595,146.62257441390972,6.993006993006993
Kia,EV6 Long Range AWD,185,80.0,Lithium-ion,605.0,154,440,5.2,205.0,CCS,1800.0,490.0,5,AWD,JC - Medium,4695,1880,1575,suv,https://ev-database.org/car/3029/Kia-EV6-Long-Range-AWD,0.154,2.51685,0.35,8.43046435546875,0.33721857421875,218.97310014204544,2000.0,235.44,0.0654,42.46753246753247,519.4805194805194,143.72499177248108,6.4935064935064934
Kia,EV6 Standard Range 2WD,185,60.0,Lithium-ion,350.0,140,345,8.7,150.0,CCS,750.0,490.0,5,RWD,JC - Medium,4695,1880,1575,suv,https://ev-database.org/car/3030/Kia-EV6-Standard-Range-2WD,0.14,2.51685,0.35,8.43046435546875,0.33721857421875,240.87041015625,2000.0,235.44,0.0654,46.71428571428571,428.57142857142856,110.57490998421247,7.142857142857142
Kia,EV9 76.1 kWh RWD,190,73.0,Lithium-ion,350.0,165,355,8.5,160.0,CCS,900.0,333.0,7,RWD,JF - Luxury,5010,1980,1755,suv,https://ev-database.org/car/1833/Kia-EV9-761-kWh-RWD,0.165,2.953665,0.35,9.893623974609374,0.39574495898437495,239.84542968749997,2000.0,235.44,0.0654,39.63636363636363,442.4242424242424,116.58642132711265,6.0606060606060606
Kia,EV9 99.8 kWh AWD,200,96.0,Lithium-ion,600.0,188,435,6.0,194.0,CCS,2500.0,333.0,7,AWD,JF - Luxury,5010,1980,1755,suv,https://ev-database.org/car/1835/Kia-EV9-998-kWh-AWD,0.188,2.953665,0.35,9.893623974609374,0.39574495898437495,210.50263775764626,2000.0,235.44,0.0654,34.78723404255319,510.63829787234044,147.88684510497868,5.319148936170213
Kia,EV9 99.8 kWh AWD GT,220,96.0,Lithium-ion,740.0,190,420,4.6,194.0,CCS,2500.0,333.0,7,AWD,JF - Luxury,5015,1980,1755,suv,https://ev-database.org/car/3196/Kia-EV9-998-kWh-AWD-GT,0.19,2.953665,0.35,9.893623974609374,0.39574495898437495,208.28682051809207,2000.0,235.44,0.0654,34.421052631578945,505.2631578947368,147.43260878458807,5.2631578947368425
Kia,EV9 99.8 kWh AWD GT-Line,200,96.0,Lithium-ion,700.0,190,425,5.3,194.0,CCS,2500.0,333.0,7,AWD,JF - Luxury,5015,1980,1780,suv,https://ev-database.org/car/1993/Kia-EV9-998-kWh-AWD-GT-Line,0.19,2.99574,0.35,10.0345587890625,0.40138235156249996,211.25386924342104,2000.0,235.44,0.0654,34.421052631578945,505.2631578947368,146.16714315117306,5.2631578947368425
Kia,EV9 99.8 kWh RWD,185,96.0,Lithium-ion,350.0,171,450,9.4,194.0,CCS,900.0,333.0,7,RWD,JF - Luxury,5010,1980,1755,suv,https://ev-database.org/car/1834/Kia-EV9-998-kWh-RWD,0.171,2.953665,0.35,9.893623974609374,0.39574495898437495,231.42980057565782,2000.0,235.44,0.0654,38.24561403508772,561.4035087719298,151.86390184023105,5.847953216374268
Kia,Niro EV,167,64.8,Lithium-ion,255.0,140,385,7.8,70.0,CCS,750.0,475.0,5,FWD,JC - Medium,4420,1825,1570,suv,https://ev-database.org/car/1666/Kia-Niro-EV,0.14,2.4354625,0.35,8.157848022460938,0.3263139208984375,233.08137207031248,2000.0,235.44,0.0654,46.71428571428571,462.8571428571428,121.87004600238296,7.142857142857142
Lancia,Ypsilon,150,48.1,Lithium-ion,260.0,122,310,8.2,80.0,CCS,0.0,309.0,5,FWD,B - Compact,4080,1760,1440,hatchback,https://ev-database.org/car/2117/Lancia-Ypsilon,0.122,2.1542399999999997,0.3,6.1850249999999996,0.24740099999999998,202.7877049180328,1400.0,164.80800000000002,0.04578000000000001,37.524590163934434,394.26229508196724,115.85308576259513,8.19672131147541
Leapmotor,C10,170,69.9,Lithium-ion,320.0,166,350,7.5,70.0,CCS,1500.0,435.0,5,RWD,JD - Large,4739,1900,1680,suv,https://ev-database.org/car/3040/Leapmotor-C10,0.166,2.7132,0.35,9.08816015625,0.36352640625,218.99181099397586,2000.0,235.44,0.0654,39.397590361445786,421.08433734939763,117.4935240151815,6.024096385542168
Leapmotor,T03,130,36.0,Lithium-ion,158.0,136,225,12.7,30.0,CCS,1000.0,210.0,4,FWD,A - Mini,3620,1652,1577,hatchback,https://ev-database.org/car/3039/Leapmotor-T03,0.136,2.2144234,0.3,6.357817183593749,0.25431268734374995,186.99462304687495,1400.0,164.80800000000002,0.04578000000000001,33.661764705882355,264.70588235294116,82.55125812651615,7.352941176470588
Lexus,RZ 300e,160,64.0,Lithium-ion,266.0,149,365,8.0,100.0,CCS,750.0,522.0,5,FWD,JC - Medium,4690,1860,1600,suv,https://ev-database.org/car/3027/Lexus-RZ-300e,0.149,2.5296,0.35,8.473171875,0.338926875,227.46770134228188,2000.0,235.44,0.0654,43.892617449664435,429.5302013422819,115.6640005963925,6.7114093959731544
Lexus,RZ 450e,160,64.0,Lithium-ion,435.0,158,350,5.6,100.0,CCS,750.0,522.0,5,AWD,JD - Large,4805,1895,1635,suv,https://ev-database.org/car/1677/Lexus-RZ-450e,0.158,2.63357625,0.35,8.821451696777343,0.35285806787109375,223.32789105765426,2000.0,235.44,0.0654,41.392405063291136,405.0632911392405,111.06135179406546,6.329113924050633
Lexus,UX 300e,160,64.0,Lithium-ion,300.0,145,340,7.5,35.0,CHAdeMO,0.0,316.0,5,FWD,JC - Medium,4495,1840,1545,suv,https://ev-database.org/car/1943/Lexus-UX-300e,0.145,2.4163799999999998,0.35,8.0939291015625,0.3237571640625,223.28080280172412,2000.0,235.44,0.0654,45.10344827586207,441.3793103448276,119.8149239696644,6.8965517241379315
Lotus,Eletre,250,109.0,Lithium-ion,710.0,204,495,4.5,259.0,CCS,2250.0,611.0,5,AWD,JF - Luxury,5103,2019,1630,suv,https://ev-database.org/car/1767/Lotus-Eletre,0.204,2.7973244999999998,0.35,9.369944370117187,0.37479777480468746,183.72439941406247,2000.0,235.44,0.0654,32.05882352941177,534.3137254901961,169.20269560547212,4.901960784313726
Lotus,Eletre R,260,109.0,Lithium-ion,985.0,266,455,2.9,259.0,CCS,2250.0,611.0,5,AWD,JF - Luxury,5103,2019,1636,suv,https://ev-database.org/car/1768/Lotus-Eletre-R,0.266,2.8076214,0.35,9.404434962890624,0.376177398515625,141.4200746299342,2000.0,235.44,0.0654,24.58646616541353,409.77443609022555,154.04675195768428,3.7593984962406015
Lotus,Eletre S,250,109.0,Lithium-ion,710.0,222,480,4.5,259.0,CCS,2250.0,611.0,5,AWD,JF - Luxury,5103,2019,1630,suv,https://ev-database.org/car/2066/Lotus-Eletre-S,0.222,2.7973244999999998,0.35,9.369944370117187,0.37479777480468746,168.82782648859796,2000.0,235.44,0.0654,29.45945945945946,490.990990990991,164.60339213937877,4.504504504504505
Lotus,Emeya,250,98.9,Lithium-ion,710.0,198,520,4.2,240.0,CCS,2250.0,509.0,5,AWD,F - Luxury,5139,2005,1464,liftback sedan,https://ev-database.org/car/2141/Lotus-Emeya,0.198,2.495022,,,,,,,,,499.4949494949495,,5.05050505050505
Lotus,Emeya R,256,98.9,Lithium-ion,985.0,227,465,2.8,240.0,CCS,1225.0,509.0,5,AWD,F - Luxury,5139,2005,1464,liftback sedan,https://ev-database.org/car/2143/Lotus-Emeya-R,0.227,2.495022,,,,,,,,,435.6828193832599,,4.405286343612334
Lotus,Emeya S,250,98.9,Lithium-ion,710.0,198,520,4.2,240.0,CCS,2250.0,509.0,5,AWD,F - Luxury,5139,2005,1464,liftback sedan,https://ev-database.org/car/2142/Lotus-Emeya-S,0.198,2.495022,,,,,,,,,499.4949494949495,,5.05050505050505
Lucid,Air Grand Touring,270,112.0,Lithium-ion,1200.0,143,665,3.0,184.0,CCS,0.0,456.0,5,AWD,F - Luxury,4975,1939,1410,sedan,https://ev-database.org/car/1316/Lucid-Air-Grand-Touring,0.143,2.3238914999999998,0.28,6.227303003906251,0.24909212015625004,174.19029381555947,1600.0,188.352,0.05232,36.58741258741259,783.2167832167833,252.01832920448282,6.993006993006993
Lucid,Air Pure RWD,200,92.0,Lithium-ion,415.0,130,565,4.7,160.0,CCS,0.0,456.0,5,RWD,F - Luxury,4975,1939,1410,sedan,https://ev-database.org/car/2116/Lucid-Air-Pure-RWD,0.13,2.3238914999999998,0.28,6.227303003906251,0.24909212015625004,191.6093231971154,1600.0,188.352,0.05232,40.246153846153845,707.6923076923076,213.25316490106766,7.692307692307692
Lucid,Air Touring,250,92.0,Lithium-ion,700.0,142,580,3.2,160.0,CCS,0.0,456.0,5,AWD,F - Luxury,4975,1939,1410,sedan,https://ev-database.org/car/1317/Lucid-Air-Touring,0.142,2.3238914999999998,0.28,6.227303003906251,0.24909212015625004,175.41698602552822,1600.0,188.352,0.05232,36.845070422535215,647.8873239436621,207.48192441735904,7.042253521126761
Lynk&Co,2,180,65.0,Lithium-ion,343.0,149,370,5.5,90.0,CCS,1600.0,410.0,5,RWD,JC - Medium,4460,1845,1573,suv,https://ev-database.org/car/3045/LynkCo-02,0.149,2.46685725,0.35,8.263008171386721,0.33052032685546884,221.8257227217912,2000.0,235.44,0.0654,43.892617449664435,436.2416107382551,119.28349301097035,6.7114093959731544
MG,Cyberster GT,200,74.4,Lithium-ion,725.0,168,395,3.2,85.0,CCS,1000.0,249.0,2,AWD,G - Sports,4535,1913,1329,cabriolet,https://ev-database.org/car/2203/MG-Cyberster-GT,0.168,2.1610204499999996,,,,,,,,,442.8571428571429,,5.952380952380952
MG,Cyberster Trophy,195,74.4,Lithium-ion,475.0,146,425,5.0,85.0,CCS,1000.0,249.0,2,RWD,G - Sports,4535,1913,1329,cabriolet,https://ev-database.org/car/2202/MG-Cyberster-Trophy,0.146,2.1610204499999996,,,,,,,,,509.5890410958905,,6.849315068493151
MG,4 Electric 51 kWh,160,50.8,Lithium-ion,250.0,145,300,7.7,68.0,CCS,500.0,363.0,5,RWD,C - Medium,4287,1836,1504,hatchback,https://ev-database.org/car/1707/MG-MG4-Electric-51-kWh,0.145,2.3471423999999996,0.3,6.738865874999998,0.26955463499999993,185.89974827586204,1400.0,164.80800000000002,0.04578000000000001,31.572413793103454,350.3448275862069,110.35450330605693,6.8965517241379315
MG,4 Electric 64 kWh,160,61.7,Lithium-ion,250.0,142,360,7.9,116.0,CCS,500.0,363.0,5,RWD,C - Medium,4287,1836,1504,hatchback,https://ev-database.org/car/1708/MG-MG4-Electric-64-kWh,0.142,2.3471423999999996,0.3,6.738865874999998,0.26955463499999993,189.82720774647882,1400.0,164.80800000000002,0.04578000000000001,32.23943661971832,434.5070422535212,134.9121524548431,7.042253521126761
MG,4 Electric 77 kWh,180,74.4,Lithium-ion,350.0,143,425,6.5,110.0,CCS,500.0,363.0,5,RWD,C - Medium,4287,1836,1516,hatchback,https://ev-database.org/car/1973/MG-MG4-Electric-77-kWh,0.143,2.3658696,0.3,6.792633421875,0.271705336875,190.00373208041958,1400.0,164.80800000000002,0.04578000000000001,32.01398601398602,520.2797202797203,161.56866254396303,6.993006993006993
MG,4 Electric XPOWER,200,61.7,Lithium-ion,600.0,160,320,3.8,116.0,CCS,500.0,363.0,5,AWD,C - Medium,4287,1836,1516,hatchback,https://ev-database.org/car/1944/MG-MG4-Electric-XPOWER,0.16,2.3658696,0.3,6.792633421875,0.271705336875,169.81583554687498,1400.0,164.80800000000002,0.04578000000000001,28.6125,385.625,129.21862774636853,6.25
MG,5 Electric Long Range,185,57.4,Lithium-ion,280.0,151,335,7.7,60.0,CCS,500.0,479.0,5,FWD,C - Medium,4600,1818,1543,station/estate,https://ev-database.org/car/1474/MG-MG5-Electric-Long-Range,0.151,2.3843978999999997,,,,,,,,,380.1324503311258,,6.622516556291391
MG,5 Electric Standard Range,185,46.0,Lithium-ion,280.0,148,265,7.7,53.0,CCS,500.0,479.0,5,FWD,C - Medium,4600,1818,1543,station/estate,https://ev-database.org/car/1646/MG-MG5-Electric-Standard-Range,0.148,2.3843978999999997,,,,,,,,,310.81081081081084,,6.756756756756757
MG,S5  EV 49 kWh,170,47.1,Lithium-ion,250.0,139,275,8.0,80.0,CCS,750.0,453.0,5,RWD,JC - Medium,4476,1849,1621,suv,https://ev-database.org/car/3146/MG-MGS5--EV-49-kWh,0.139,2.5476446499999996,0.35,8.533614403808594,0.34134457615234376,245.57163751967175,2000.0,235.44,0.0654,47.05035971223021,338.84892086330933,86.30411012431594,7.194244604316546
MG,S5  EV 64 kWh,190,62.1,Lithium-ion,350.0,134,365,6.3,90.0,CCS,750.0,453.0,5,RWD,JC - Medium,4476,1849,1621,suv,https://ev-database.org/car/3147/MG-MGS5--EV-64-kWh,0.134,2.5476446499999996,0.35,8.533614403808594,0.34134457615234376,254.73475832264455,2000.0,235.44,0.0654,48.80597014925373,463.4328358208955,114.84165119486025,7.462686567164178
MG,ZS EV Long Range,175,68.3,Lithium-ion,280.0,155,370,8.4,82.0,CCS,500.0,448.0,5,FWD,JB - Compact,4323,1809,1649,suv,https://ev-database.org/car/1541/MG-ZS-EV-Long-Range,0.155,2.53558485,0.35,8.493218784667969,0.33972875138671876,219.1798396043347,2000.0,235.44,0.0654,42.193548387096776,440.64516129032256,121.93625096178103,6.451612903225807
